Time,Distance,Speed,Throttle,Brake,RPM,Gear,DRS,X,Y,AirTemp_C,TrackTemp_C
26.315,1245.1880555555554,56.0,32.0,0,6818.0,1,8,-825.0479733137206,-846.1462582078533,21.2,43.3
26.408,1246.8054825088482,59.4874976,35.4874976,0,7176.824753066667,1,8,-838.0,-832.0,21.2,43.3
26.555,1249.5213888888886,65.0,41.0,0,7744.0,1,8,-872.3249236284698,-795.8033552074921,21.2,43.3
26.568,1249.7653530469959,65.3249984,41.2437488,0,7692.000256,1,8,-875.0,-793.0,21.2,43.3
26.715,1252.5880555555552,69.0,44.0,0,7104.0,1,8,-895.1432295712261,-772.0133896020934,21.2,43.3
26.915,1256.8102777777774,76.0,57.0,0,7872.0,1,8,-906.3667507486837,-760.6791431113326,21.2,43.3
26.948,1257.5623358028938,77.4437472,58.546872,0,7976.2591728,1,8,-909.0,-758.0,21.2,43.3
27.089,1260.9636392382938,83.6124944,65.156244,0,8421.7308456,1,8,-920.0,-747.0,21.2,43.3
27.235,1264.8102777777774,90.0,72.0,0,8883.0,2,8,-916.8554997078807,-751.5019099146456,21.2,43.3
27.269,1265.7538550817185,92.7624896,73.062496,0,8942.499776,2,8,-919.0,-749.0,21.2,43.3
27.395,1269.3880555555552,103.0,77.0,0,9163.0,2,8,-945.4689148221814,-717.4750372560065,21.2,43.3
27.549,1274.0280098501175,106.20833066666667,27.591707733333337,0,9145.6750144,2,8,-991.0,-661.0,21.2,43.3
27.635,1276.5880555555552,108.0,0.0,1,9136.0,2,8,-1007.6986643773404,-637.7390786803685,21.2,43.3
28.028,1287.4026949339057,99.15750144,0.0,1,8515.06010112,2,8,-1027.0,-571.0,21.2,43.3
28.035,1287.5880555555552,99.0,0.0,1,8504.0,2,8,-1027.1332510784111,-569.4027354769914,21.2,43.3
28.209,1292.1408705781369,94.6500032,0.0,1,8115.11028608,2,8,-1029.0,-525.0,21.2,43.3
28.235,1292.8102777777774,94.0,0.0,0,8057.0,2,8,-1028.6813842587924,-518.6088859350809,21.2,43.3
28.389,1296.714601090433,91.69000192,0.0,0,7730.52027136,2,8,-1020.0,-480.0,21.2,43.3
28.435,1297.8658333333328,91.0,0.0,0,7633.0,2,8,-1013.2596184915151,-465.55852342365097,21.2,43.3
28.595,1301.8213888888884,89.0,0.0,0,7437.0,2,8,-980.4827198610901,-411.6370080285216,21.2,43.3
28.609,1302.162707347369,88.9125008,1.1666560000000001,0,7450.3582112,2,8,-978.0,-408.0,21.2,43.3
28.969,1310.7257762052836,86.6625008,31.166656000000003,0,7793.8582112,2,8,-935.0,-368.0,21.2,43.3
29.075,1313.288055555555,86.0,40.0,0,7895.0,2,8,-916.1717153909135,-353.88311136107967,21.2,43.3
29.128,1314.5872020575343,87.05999872,42.11999744,0,8040.48482432,2,8,-903.0,-345.0,21.2,43.3
29.275,1318.288055555555,90.0,48.0,0,8444.0,2,8,-850.0923646935729,-314.08989763272814,21.2,43.3
29.369,1320.776752429449,92.82706517994114,51.769420239921516,0,8598.781818601778,2,8,-819.0,-297.0,21.2,43.3
29.674,1329.593055555555,102.0,64.0,0,9101.0,2,8,-779.5506650597033,-278.0109244858043,21.2,43.3
29.749,1331.9588252955136,105.54166968888889,71.08333937777778,0,9526.833696711112,2,8,-768.0,-273.0,21.2,43.3
29.988,1339.928199575096,116.82778382222222,93.65556764444445,0,10883.822948977779,2,8,-700.0,-244.0,21.2,43.3
30.034,1341.4930555555552,119.0,98.0,0,11145.0,2,8,-679.6160985402435,-236.37797006306602,21.2,43.3
30.194,1347.0486111111109,125.0,100.0,0,11790.0,2,8,-592.9446072512386,-206.21079162828593,21.2,43.3
30.288,1350.550386336758,128.90041714157638,60.99582858423614,0,11903.502138819873,2,8,-551.0,-192.0,21.2,43.3
30.435,1356.0861111111108,135.0,0.0,1,12081.0,2,8,-511.33514490203174,-178.79746066081753,21.2,43.3
30.688,1364.4393200176382,119.6392896,0.0,1,10436.500416,2,8,-462.0,-172.0,21.2,43.3
30.715,1365.2638888888887,118.0,0.0,1,10261.0,2,8,-452.26041777446204,-171.41299523962962,21.2,43.3
